I_D,FLAG_TSUNAMI,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
6443,Tsu,1974,1,31,23,30,5.3,34,7,,7,6,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-7.5,155.9,170,,,,,,,,,,,,,,,,,,,,,,,,
6598,Tsu,1974,2,1,3,12,33.1,40,7.1,,7.1,6.2,,,,6,SOLOMON ISLANDS,,SOLOMON ISLANDS,-7.4,155.6,170,,,,,,,,,,,,,,,,,,,,2,,,,
4656,Tsu,1974,5,8,23,33,25.2,2,6.5,,6.5,6,,,,9,JAPAN,,JAPAN:  NAKAGI,34.5,138.7,30,30,1,,,102,3,,2,134,3,,,27,1,,,102,3,,2,134,3,,
6444,Tsu,1974,8,18,10,44,12.8,36,7.1,,7.1,5.9,,,,6,CHILE,,"CHILE:  LA UNION, VALDIVIA",-38.5,-73.4,160,,,,,,,,1,,,,,,,,,,,,1,,,,
6445,Tsu,1974,9,27,5,47,29.4,43,6.7,,6.7,6,,,,4,RUSSIA,,RUSSIA:  KURIL-JAPAN:  HOKKAIDO,43.2,146.7,50,,,,,,,,,,,,,,,,,,,,,,,,
4666,Tsu,1974,10,3,14,21,29.1,13,8.1,8.1,7.6,6.6,,,,9,PERU,,"PERU:  LIMA, CALLAO",-12.27,-77.79,160,78,2,,,2414,4,10,3,,3,,,78,2,,,2414,4,10,3,,3,,
4671,Tsu,1974,12,28,12,11,43.7,22,6.2,,6.2,6,,,,7,PAKISTAN,,"PAKISTAN:  BALAKOT, PATAN",35.1,72.9,60,5300,4,,,17000,4,3.255,2,,3,,3,5300,4,,,17000,4,3.255,2,,3,,
4676,Tsu,1975,1,15,9,42,24,,5.9,,5.9,,,,,7,INDONESIA,,INDONESIA:  MALUKU:  BANDANAIRA,-5,130,170,,,,,,,,2,81,2,6,1,,,,,,,,2,81,2,6,1
6447,Tsu,1975,3,13,15,26,42.5,4,6.9,,6.9,6.2,,,,8,CHILE,,"CHILE:  COQUIMBO, LA SERENA",-29.9,-71.3,160,2,1,,,25,1,,1,,,,,2,1,,,25,1,,1,,,,
4691,Tsu,1975,5,26,9,11,51.5,33,7.7,7.7,7.9,6.7,,,,6,ATLANTIC OCEAN,,ATLANTIC OCEAN:  MADERIA ISLANDS,35.997,-17.649,70,,,,,,,,1,,,,,,,,,,,,1,,,,
6449,Tsu,1975,6,10,13,47,14.5,15,7,,7,5.8,,,,,RUSSIA,,RUSSIA:  KURIL-JAPAN:  HOKKAIDO,43.024,147.734,50,,,,,,,,,,,,,,,,,,,,,,,,
4694,Tsu,1975,7,20,14,37,39.9,49,7.9,,7.9,6.6,,,,8,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA: BOUGAINVILLE,-6.59,155.054,170,,,,,,,,3,,2,,,,,,,,,,3,,2,,
4703,Tsu,1975,10,31,8,28,2.6,50,7.6,,7.6,6.4,,,,6,PHILIPPINES,,PHILIPPINES,12.54,125.993,170,1,1,,,,,,,,,,,1,1,,,,,,1,30,1,,
4704,Tsu,1975,11,29,14,47,40.9,2,7.7,7.7,7.2,6,,,,9,USA,HI,HAWAII,19.451,-155.033,150,,,,,,,4,2,,,,,2,1,,,,,4,2,,3,,
4705,Tsu,1975,12,26,15,56,38.7,33,7.8,,7.8,6.4,,,7.8,5,SAMOA,,SAMOA ISLANDS,-16.265,-172.467,170,,,,,,,,,,,,,,,,,,,,,,,,
4709,Tsu,1976,1,14,16,47,33.5,33,8,,8,6.5,,,8.2,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-28.427,-177.657,170,,,,,,,,1,,,,,,,,,,,,,,,,
6450,Tsu,1976,1,21,10,5,24.1,41,7,,7,6.3,,,,5,RUSSIA,,RUSSIA:  KURIL ISLANDS,44.915,149.123,50,,,,,,,,,,,,,,,,,,,,,,,,
4711,Tsu,1976,2,4,9,1,43.4,5,7.5,,7.5,6.2,,,,9,GUATEMALA,,"GUATEMALA:  CHIMALTENANGO, GUATEMALA CITY",15.324,-89.101,90,23000,4,,,76000,4,2147,4,,,,,23000,4,,,76000,4,2147,4,,,,
4739,Tsu,1976,8,16,16,11,7.3,33,8,8,7.9,6.4,,,,6,PHILIPPINES,,PHILIPPINES:  MINDANAO:  S,6.292,124.09,170,1200,4,,,3500,4,134,4,,,,,8000,4,,,10000,4,134,4,,,,
4769,Tsu,1977,4,2,7,15,22.7,33,7.6,,7.6,6.8,,,,6,SAMOA,,SAMOA ISLANDS:  APIA,-16.696,-172.095,170,,,,,,,,1,,,,,,,,,,,,1,,,,
6798,Tsu,1977,4,20,23,13,10.4,33,6.8,,6.8,6.4,,,,6,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.828,160.323,170,34,1,,,,,,3,,,,,34,1,,,,,,3,,,,
6797,Tsu,1977,4,20,23,42,50.5,19,7.6,,7.6,6.3,,,,7,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.89,160.348,170,,,,,,,,1,,,,,,,,,,,,1,,,,
4774,Tsu,1977,4,21,4,24,9.6,33,8.1,,8.1,6.6,,,,7,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.965,160.731,170,18,1,,,1,1,,3,,,,,18,1,,,1,1,,3,,,,
4777,Tsu,1977,6,22,12,8,33.4,65,7.2,,7.2,7.2,,,7.2,4,TONGA,,TONGA TRENCH,-22.878,-175.9,170,1,1,,,5,1,1.2,2,,,,,,,,,,,,,,,,
4779,Tsu,1977,8,19,6,8,55.2,33,8,,8,7,,,,,INDONESIA,,INDONESIA:  SUNDA ISLANDS,-11.085,118.464,170,,,,,,,,1,,,,,189,3,,,75,2,1.2,2,,,,
6452,Tsu,1977,8,28,20,10,5,33,5.5,,5.5,5.2,,,,4,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  ADMIRALTY ISLANDS,-1.081,146.23,170,,,,,,,,,,,,,,,,,,,,,,,,
6453,Tsu,1977,10,10,11,53,53.6,33,7.2,,7.2,6.6,,,,,TONGA,,TONGA TRENCH,-25.856,-175.406,170,,,,,,,,,,,,,,,,,,,,,,,,
4788,Tsu,1978,1,14,3,24,39,14,6.6,,6.6,6.2,,,7,5,JAPAN,,"JAPAN:  TOKKAIDO, OSHIMA",34.809,139.259,30,25,1,4,1,129,3,,3,85,2,544,3,25,1,,,129,3,,3,85,2,544,3
6599,Tsu,1978,3,22,0,50,32.2,33,6.7,,6.7,6.3,,,,4,RUSSIA,,RUSSIA:  KURIL ISLANDS,44.026,149.002,50,,,,,,,,,,,,,,,,,,,,,,,,
6799,Tsu,1978,3,22,21,34,33.4,33,6.6,,6.6,6,,,,5,RUSSIA,,RUSSIA:  KURIL ISLANDS,44.14,149.029,50,,,,,,,,,,,,,,,,,,,,,,,,
4796,Tsu,1978,3,23,0,31,2.1,46,6.8,,6.8,6.1,,,,5,RUSSIA,,RUSSIA:  KURIL ISLANDS,44.209,148.971,50,,,,,,,,,,,,,,,,,,,,,,,,
4797,Tsu,1978,3,23,3,15,20.3,33,7.5,,7.5,6.4,,,,6,RUSSIA,,RUSSIA:  KURIL ISLANDS,44.932,148.439,50,,,,,,,,,,,,,,,,,,,,,,,,
4798,Tsu,1978,3,24,19,47,50.7,33,7.6,,7.6,6.5,,,,6,RUSSIA,,RUSSIA:  KURIL ISLANDS,44.244,148.862,50,,,,,,,,,,,,,,,,,,,,,,,,
4806,Tsu,1978,6,12,8,14,26.4,44,7.7,,7.7,6.8,,,,8,JAPAN,,JAPAN:  SANRIKU,38.19,142.028,30,28,1,,,10000,4,865,4,,4,,,28,1,,,10000,4,865,4,,4,,
6455,Tsu,1978,6,14,12,32,33.9,24,6.9,,6.9,6.1,,,,,PHILIPPINES,,"MINDANAO ISLAND, PHILIPPINES",8.249,122.403,170,,,,,,,,,,,,,,,,,,,,,,,,
4808,Tsu,1978,6,20,20,3,21,3,6.4,,6.4,6.1,,,,8,GREECE,,GREECE: THESSALONIKI,40.739,23.229,130,50,1,,,,3,250,4,,,,,50,1,,,,3,250,4,,,,
7775,Tsu,1978,6,22,6,20,,,,,,,,,,,ITALY,,ITALY:  ADRIATIC SEA,,,130,,,,,,,,,,,,,,,,,,,,,,,,
6456,Tsu,1978,7,23,14,42,36.9,17,7.4,,7.4,6.5,,,,,TAIWAN,,TAIWAN,22.282,121.512,30,,,,,,,,,,,,,,,,,,,,,,,,
8260,Tsu,1978,8,14,14,17,50.4,30,4.4,,4.4,5,,,,,SPAIN,,SPAIN,36.63,-6.871,130,,,,,,,,,,,,,,,,,,,,,,,,
4819,Tsu,1978,11,29,19,52,47.6,18,7.7,,7.7,6.4,,,,,MEXICO,,MEXICO:  OAXACA,16.01,-96.591,150,9,1,,,,3,,2,,,,,9,1,,,,3,,2,,,,
6600,Tsu,1979,2,20,6,32,32.2,10,6.4,,6.4,6,,,,,JAPAN,,"IWATE, JAPAN",40.232,143.703,30,,,,,,,,,,,,,,,,,,,,,,,,
6457,Tsu,1979,2,28,21,27,8.1,18,7.5,7.5,7.1,6.4,,,,7,USA,AK,ALASKA,60.691,-141.671,150,,,,,,,,1,,,,,,,,,,,,1,,,,
4828,Tsu,1979,3,14,11,7,16.3,49,7.6,,7.6,6.5,,,,,MEXICO,,MEXICO:  GUERRERO,17.813,-101.276,150,5,1,,,35,1,30,4,200,3,,,5,1,,,35,1,30,4,200,3,,
7281,Tsu,1979,4,9,2,10,20.3,10,5.3,,5.3,,,,,,SERBIA AND MONTENEGRO,,MONTENEGRO: BAR ULCINJ,41.956,19.023,130,,,,,,,,,,,,,,,,,,,,,,,,
4830,Tsu,1979,4,15,6,19,44.1,10,6.9,,6.9,6.2,6.9,,,9,SERBIA AND MONTENEGRO,,BALKANS NW:  MONTENEGRO,42.096,19.209,130,131,3,,,1001,4,2700,4,,4,,,131,3,,,1001,4,2700,4,,4,,
7282,Tsu,1979,5,15,6,59,21.2,33,5.6,,5.6,5.6,5.4,,,,GREECE,,GREECE: CRETE,34.53,24.437,130,,,,,,,,,,,,,,,,,,,,,,,,
4842,Tsu,1979,9,12,5,17,51.4,5,7.9,,7.9,6.3,,,,,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-1.679,136.04,170,15,1,,,,3,,3,1000,3,,,115,3,,,,3,,3,1000,3,,
4856,Tsu,1979,11,16,15,21,25.7,33,6.9,,6.9,6.1,,,,,FIJI,,FIJI ISLANDS,-16.76,-179.984,170,,,,,,,,2,,,,,,,,,,,,2,,,,
4863,Tsu,1979,12,12,7,59,3.3,33,7.7,,7.7,6.4,,,,9,COLOMBIA,,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",1.598,-79.358,160,600,3,,,20000,4,8,3,10000,4,,,600,3,,,20000,4,8,3,10000,4,,
4868,Tsu,1980,1,1,16,42,40,10,6.7,,6.7,6,,,,8,AZORES (PORTUGAL),,"AZORES:   TERCEIRA, ANGRA DO HEROISMO",38.815,-27.78,130,69,2,,,600,3,5,2,,,,,69,2,,,600,3,5,2,,,,
6459,Tsu,1980,2,23,5,51,3.2,44,7,,7,6.3,,,,7,RUSSIA,,RUSSIA:  S. KURIL ISLANDS,43.53,146.753,50,,,,,,,,,,,,,,,,,,,,,,,,
4876,Tsu,1980,5,18,15,32,11.4,4,5.2,,5.2,4.7,5,,,5,USA,WA,WASHINGTON:  MT ST HELENS,46.214,-122.194,150,,,,,,,,,,,,,57,2,,,,,2000,4,,,,
4880,Tsu,1980,6,29,7,20,5.5,15,6.2,,6.2,5.8,,,,8,JAPAN,,JAPAN:  HONSHU:  S COAST,34.808,139.181,30,,,,,7,1,,2,,,,,,,,,7,1,,2,,,,
4885,Tsu,1980,7,17,19,42,23.2,33,7.9,,7.9,5.8,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS; VANUATU,-12.525,165.916,170,,,,,,,,,,,,,,,,,,,,,,,,
4896,Tsu,1980,10,10,12,25,23.5,10,7.7,,7.7,6.5,,,,10,ALGERIA,,ALGERIA:  NORTHERN,36.195,1.354,15,5000,4,,,9000,4,5200,4,25000,4,,,5000,4,,,9000,4,5200,4,250000,4,,
6460,Tsu,1981,1,18,18,17,24.4,33,6.9,,6.9,6.4,,,,,JAPAN,,JAPAN:  E. HONSHU ISLAND,38.64,142.75,30,,,,,,,,,,,,,,,,,,,,,,,,
4915,Tsu,1981,2,24,20,53,38.4,33,6.7,,6.7,5.9,,,,8,GREECE,,GREECE:  ATHENS-EASTERN GULF OF CORINTH,38.222,22.934,130,22,1,,,400,3,812,4,8000,4,,,22,1,,,400,3,812,4,8000,4,,
4920,Tsu,1981,5,25,5,25,14.4,33,7.6,,7.6,6.1,,,,,NEW ZEALAND,,NEW ZEALAND:  W OF NORTH ISLAND,-48.786,164.357,170,,,,,,,,,,,,,,,,,,,,,,,,
4927,Tsu,1981,9,1,9,29,31.5,25,7.7,,7.7,7,,,,6,SAMOA,,SAMOA:  APIA; AMERICAN SAMOA:  PAGO PAGO,-14.96,-173.085,170,,,,,,,,,,,,,,1,,,,,,1,,1,,
4932,Tsu,1981,10,25,3,22,15.5,33,7.3,,7.3,6.2,,,,,MEXICO,,MEXICO:  MICHOACAN: LAZARO CARDENAS,18.048,-102.084,150,9,1,,,,,,3,,,,,,,,,,,,,,,,
4936,Tsu,1982,1,11,6,10,6.4,46,7.1,,7.1,6,,,,7,PHILIPPINES,,"PHILIPPINES:  VIRAC, CATANDUANES",13.752,124.358,170,,,,,,,,1,,,,,,,,,,,,1,,,,
6461,Tsu,1982,2,24,4,22,40.3,52,5.4,,5.4,5.4,,,,,INDONESIA,,INDONESIA:  NORTHERN SUMATERA,4.374,97.755,170,,,,,,,,,,,,,,,,,,,,,,,,
6512,Tsu,1982,3,11,10,32,27.7,33,6.4,,6.4,6.1,,,,,INDONESIA,,INDONESIA:  SUMBAWA ISLAND REGION,-9.265,118.479,170,,,,,,,,,,,,,,,,,,,,,,,,
4940,Tsu,1982,3,21,2,32,7.7,44,6.7,,6.7,6.4,,,,10,JAPAN,,"JAPAN:  HOKKAIDO, URAKAWA, HIROO",42.158,142.361,30,110,3,,,,,1,2,,,,,,,,,,,,,,,,
6601,Tsu,1982,7,23,14,23,53.5,37,6.8,,6.8,6.2,,,,,JAPAN,,"IBARAKI, JAPAN",36.194,141.702,30,,,,,,,,,,,,,,,,,,,,,,,,
4958,Tsu,1982,12,19,17,43,54.8,33,7.7,,7.7,5.9,,,,,TONGA,,TONGA TRENCH,-24.133,-175.864,170,,,,,,,,,,,,,,,,,,,,,,,,
4959,Tsu,1982,12,25,12,28,2.8,33,5.9,,5.9,5.5,,,,,INDONESIA,,INDONESIA:  FLORES ISLAND:  EASTERN,-8.405,123.08,170,13,1,,,390,3,1.45,2,1875,4,,,13,1,,,390,3,1.45,2,1875,4,,
6462,Tsu,1982,12,28,6,37,42.5,22,6.1,,6.1,5.9,,,,,JAPAN,,JAPAN:  S. OF HONSHU ISLAND,33.826,139.434,30,,,,,,,,,,,,,,,,,,,,,,,,
7283,Tsu,1983,1,17,12,41,29.7,14,7.2,,7.2,6.1,,,,,GREECE,,GREECE: IONIAN SEA,38.026,20.228,130,,,,,,,,,,,,,,,,,,,,,,,,
6463,Tsu,1983,3,12,1,36,35.8,17,6.5,,6.5,6,,,,,INDONESIA,,INDONESIA:  BANDA SEA,-4.056,127.924,170,,,,,,,,1,,,,,,,,,,,,1,,,,
4965,Tsu,1983,3,18,9,5,50,89,7.6,,7.6,6.5,,,,7,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW IRELAND,-4.883,153.581,170,,,,,,,,2,,,,,,,,,,,,2,,,,
4978,Tsu,1983,5,26,2,59,59.6,24,7.7,,7.7,6.8,,,,8,JAPAN,,JAPAN:  HONSHU:  AKITA,40.462,139.102,30,4,1,,,324,3,800,4,,,,,104,3,,,324,3,800,4,,,,
6464,Tsu,1983,6,9,12,49,3.8,26,5.9,5.9,5.6,6.3,,,,,JAPAN,,"NOSHIRO, JAPAN",40.249,138.948,30,,,,,,,,,,,,,,,,,,,,,,,,
6465,Tsu,1983,6,21,6,25,27.3,10,6.9,,6.9,6.7,,,,,JAPAN,,JAPAN:  N. HONSHU ISLAND,41.346,139.099,30,,,,,,,,1,,,,,,,,,,,,1,,,,
4985,Tsu,1983,8,6,15,43,51.2,2,7,,7,6.2,,,,6,GREECE,,GREECE:  AEGEAN SEA,40.142,24.766,130,,,,,,,,1,,,,,,,,,,,,1,,,,
6549,Tsu,1983,8,17,10,55,54.1,63,6.5,,6.5,6.6,,,,,RUSSIA,,RUSSIA:  NEAR EAST COAST OF KAMCHATKA,55.867,161.287,50,,,,,,,,,,,,,,,,,,,,,,,,
4987,Tsu,1983,8,17,12,17,56,29,6.5,,6.5,6.2,,,,8,PHILIPPINES,,PHILIPPINES:  LUZON,18.231,120.86,170,16,1,,,47,1,2.227,2,,3,,3,16,1,,,471,3,2.227,2,,3,,
4991,Tsu,1983,10,4,18,52,13.3,15,7.3,,7.3,6.4,,,,7,CHILE,,CHILE:  NORTHERN:  COPOAPO-CHANARAL,-26.535,-70.563,160,5,1,,,12,1,1,2,40,1,,,5,1,,,12,1,1,2,40,1,,
5007,Tsu,1983,11,30,17,46,0.6,10,7.6,,7.6,6.6,,,,6,UK TERRITORY,,INDIAN OCEAN:  CHAGOS ARCHIPELAGO:  DIEGO GARCIA,-6.852,72.11,60,,,,,,,,1,,,,,,,,,,,,1,,,,
5019,Tsu,1984,1,8,15,24,13.5,33,6.6,,6.6,6,,,,,INDONESIA,,INDONESIA:  SULAWESI:  W,-2.823,118.806,170,2,1,,,89,2,0.5,1,,,685,3,2,1,,,89,2,0.5,1,,,685,3
6817,Tsu,1984,2,11,8,2,51.5,29,5.4,,5.4,5.3,5.1,,,,GREECE,,GREECE:  MANAGOULI-AIYION,38.396,22.094,130,,,,,,,,1,,,,,,,,,,,,1,,,,
6466,Tsu,1984,3,24,9,44,2.6,44,7,,7,6.1,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,44.117,148.192,50,,,,,,,,,,,,,,,,,,,,,,,,
6652,Tsu,1984,6,13,2,29,25.3,41,5.5,,5.5,5.5,,,,,JAPAN,,"JAPAN:  TORI SHIMA, OKINAWA",31.448,140.036,30,,,,,,,,,,,,,,,,,,,,,,,,
5041,Tsu,1984,8,6,19,6,38.3,46,6.7,,6.7,6.3,,,,6,JAPAN,,JAPAN:  KYUSHU:  NOBEOKA,32.386,131.945,30,20,1,,,,,,2,,,,,20,1,,,,,,2,,,,
6467,Tsu,1984,9,18,17,2,44.3,48,6.9,,6.9,6.6,,,,,JAPAN,,JAPAN:  HONSHU ISLAND,34.006,141.5,30,,,,,,,,,,,,,,,,,,,,,,,,
6330,Tsu,1984,12,28,10,37,53.7,33,7,,7,6.2,,,,,RUSSIA,,RUSSIA:  KAMCHATKA,56.2,163.4,50,,,,,,,,,,,,,,,,,,,,,,,,
5056,Tsu,1985,3,3,22,47,9.5,40,8,8,7.8,6.7,,,,8,CHILE,,"CHILE:  CENTRAL COAST, SAN ANTONIO, VALPARAISO",-33.132,-71.708,160,180,3,,,2575,4,1500,4,,4,,,180,3,,,2575,4,1500,4,,4,,
5059,Tsu,1985,3,16,14,54,0.7,13,6.3,,6.3,6.3,,,,6,GUADELOUPE,,GUADELOUPE,17.013,-62.448,90,,,,,6,1,,1,,,,,,,,,6,1,,1,,,,
5063,Tsu,1985,4,13,1,6,0.1,99,6.2,,,6.2,,,,,INDONESIA,,"INDONESIA:  DENPASAR, BALI",-9.245,114.185,170,,,,,,,,2,,2,,,,,,,,,,2,,2,,
5069,Tsu,1985,7,3,4,36,51.7,46,7.2,,7.2,6.3,,,,7,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW BRITAIN:  RABAUL,-4.439,152.828,170,,,,,,,1,2,,,,,,,,,,,1,2,,,,
5076,Tsu,1985,9,19,13,17,47.3,28,8.1,,8.1,6.8,,,,9,MEXICO,,MEXICO:  MICHOACAN:  MEXICO CITY,18.19,-102.533,150,9500,4,,,30000,4,4000,4,,4,,,9500,4,,,30000,4,4000,4,,4,,
5078,Tsu,1985,9,21,1,37,13.4,31,7.6,,7.6,6.3,,,,6,MEXICO,,MEXICO:  SW COAST:  MEXICO CITY,17.802,-101.647,150,,2,,,,,,2,,,,,,2,,,,,,2,,,,
5095,Tsu,1986,5,7,22,47,10.8,19,8,8,7.7,6.4,,,,6,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  ADAK,51.52,-174.776,150,,,,,,,,2,,,,2,,,,,,,,2,,,,2
6468,Tsu,1986,5,17,16,20,22.2,26,6.4,6.4,6.6,5.8,,,,,USA,AK,ALASKA:  ANDREANOF ISLANDS,52.327,-174.504,150,,,,,,,,,,,,,,,,,,,,,,,,
5115,Tsu,1986,10,20,6,46,9.9,29,8.1,,8.1,6.6,,,,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS:  RAOUL,-28.117,-176.367,170,,,,,,,,1,,,,,,,,,,,,1,,,,
5116,Tsu,1986,11,14,21,20,10.5,34,7.8,,7.8,6.3,,,,8,TAIWAN,,"TAIWAN:  TAIPEI, HUALIEN",23.901,121.574,30,15,1,,,44,1,,1,,,,,15,1,,,44,1,,1,,,,
6631,Tsu,1987,2,6,13,16,17.8,48,6.3,,6.3,6.1,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,36.988,141.689,30,,,,,,,,,,,,,,,,,,,,,,,,
5126,Tsu,1987,2,8,18,33,58.3,55,7.6,,7.6,,,,,7,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  HUON PENINSULA, UMBOI ISLAND",-6.088,147.689,170,3,1,,,,,2.625,2,,3,,,3,1,,,,,2.625,2,,3,,
5129,Tsu,1987,3,5,9,17,5.2,62,7.3,,7.3,6.5,,,,6,CHILE,,"CHILE:  ANTOFAGASTA, ARICA",-24.388,-70.161,160,1,1,,,,,,2,,,,,1,1,,,,,,2,,,,
5132,Tsu,1987,3,18,3,36,30.3,54,6.7,,6.7,6.4,,,,,JAPAN,,"JAPAN:  KYUSHU:  MIYAZAKI, NAZE",32.034,131.837,30,2,1,,,5,1,,2,,,,,2,1,,,5,1,,2,,,,
6469,Tsu,1987,3,24,12,49,47,23,5.1,,5.1,5.7,,,,,JAPAN,,JAPAN:  HONSHU ISLAND,37.447,137.865,30,,,,,,,,,,,,,,,,,,,,,,,,
6818,Tsu,1987,6,18,14,3,16.7,75,6.3,6.3,,6,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-10.717,162.33,170,,,,,,,,,,,,,,,,,,,,,,,,
6819,Tsu,1987,7,6,2,49,42.7,48,6.6,,6.6,5.9,,,,,VANUATU,,VANUATU ISLANDS,-14.074,167.828,170,,,,,,,,,,,,,,,,,,,,,,,,
6470,Tsu,1987,10,6,4,19,6,16,7.3,,7.3,6.7,,,,,TONGA,,TONGA ISLANDS,-17.94,-172.225,170,,,,,,,,,,,,,,,,,,,,,,,,
6471,Tsu,1987,10,12,13,57,4.7,25,6.8,,6.8,6.3,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  SOLOMON SEA,-7.288,154.371,170,,,,,,,,,,,,,,,,,,,,,,,,
5147,Tsu,1987,10,16,20,48,1.6,48,7.7,,7.7,5.9,,,,8,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  NEW BRITAIN:  KANDRIAN, KIMBTE",-6.266,149.06,170,,,,,,,,2,,,,,,,,,,,,2,,,,
6472,Tsu,1987,11,17,8,46,53.3,10,7.2,7.2,6.9,6.6,,,,,USA,AK,ALASKA:  GULF OF ALASKA,58.586,-143.27,150,,,,,,,,,,,,,,,,,,,,,,,,
5150,Tsu,1987,11,26,1,43,14,33,6.5,,6.5,5.8,,,,,INDONESIA,,"INDONESIA:  TIMOR:  PANTAR, MOUNT SIRUNG",-8.247,124.155,170,125,3,,,108,3,5,2,237,3,,,125,3,,,108,3,5,2,237,3,,
5152,Tsu,1987,11,30,19,23,19.5,10,7.9,7.9,7.6,6.7,,,,6,USA,AK,ALASKA:  YAKUTAT,58.679,-142.786,150,,,,,,,,1,,,,,,,,,,,,1,,,,
6473,Tsu,1988,2,5,14,1,2.7,37,6.7,,6.7,6.2,,,,,CHILE,,CHILE:  TALTAL,-24.753,-70.433,160,,,,,,,,1,,,,,,,,,,,,1,,,,
5159,Tsu,1988,3,6,22,35,36.9,15,7.8,7.8,7.6,6.8,7.4,,,5,USA,AK,ALASKA:  GULF OF ALASKA:  ANCHORAGE,57.262,-142.747,150,,,,,,,,1,,,,,,,,,,,,1,,,,
6474,Tsu,1988,6,24,2,6,26.3,53,5.4,,,5.4,,,,,PHILIPPINES,,PHILIPPINES:  LUZON:  LAOAG,18.606,121.013,170,,,,,,,,,,,,,,,,,,,,1,,,,
5162,Tsu,1988,7,5,20,32,7.2,53,6.8,,6.8,6,,,,5,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  NEW BRITAIN:  KANDRIAN, ARAWE",-5.964,148.78,170,,,,,,,,2,,,,,,,,,,,,,,,,
5164,Tsu,1988,8,6,0,36,24.6,91,7.2,,7.2,6.8,,,,6,MYANMAR (BURMA),,"MYANMAR (BURMA);  INDIA:  GAUHATI, SIBSAGAR, IMPHAL",25.149,95.127,60,38,1,,,,,1,2,,,,,,,,,,,,,,,,
5165,Tsu,1988,8,10,4,38,29.2,36,7.6,7.6,7.4,6,,,,,SOLOMON ISLANDS,,"SOLOMON ISLANDS:  SAN CRISTOBAL, GUADALCANAL",-10.258,160.896,170,,,,,,,,,,,,,1,1,,,,,,1,100,2,,
5198,Tsu,1989,5,23,10,54,46.3,10,8.2,,8.2,6.4,,,,7,AUSTRALIA,TAS,MACQUARIE ISLAND:  MACQUARIE STATION; NEW ZEALAND,-52.341,160.568,170,,,,,,,,1,,,,,,,,,,,,,,,,
5203,Tsu,1989,6,26,3,27,3.9,9,6.1,,6.1,5.8,,,,6,USA,HI,HAWAIIAN ISLANDS:  PUNA DISTRICT,19.362,-155.083,150,,,,,5,1,,2,105,3,,,,,,,5,1,,2,105,3,,
6475,Tsu,1989,9,4,13,14,58.2,11,6.9,,6.9,6.5,6.9,,,,USA,AK,ALASKA,55.543,-156.835,150,,,,,,,,,,,,,,,,,,,,,,,,
5213,Tsu,1989,10,18,0,4,15.2,19,6.9,6.9,7.1,6.5,,,,9,USA,CA,CALIFORNIA:  LOMA PRIETA,37.036,-121.883,150,62,2,,,3757,4,5600,4,,3,,,62,2,,,3757,4,5600,4,,3,,
