ID,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,EVENT_VALIDITY,CAUSE_CODE,FOCAL_DEPTH,PRIMARY_MAGNITUDE,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,MAXIMUM_WATER_HEIGHT,ABE,IIDA,SOLOVIEV,WARNING_STATUS,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
2052,1972,8,26,8,15,,1,8,,,PAPUA NEW GUINEA,,SOLOMON SEA,-6.7,147,82,1.5,,0.6,,,,,,,,,,1,,,,,,,,,,,,1,,,,
2053,1972,9,6,11,42,23.9,-1,1,15,5.2,JAPAN,,JAPAN,32.9,130.3,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,1972,10,9,,,,2,6,,,PAPUA NEW GUINEA,,"RITTER ISLAND, PAPUA NEW GUINEA",-5.52,148.121,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,1972,12,2,0,19,47.2,2,1,33,7.4,PHILIPPINES,,"MINDANAO ISLAND, PHILIPPINES",6.5,126.6,84,0.5,,-2.3,,,,,,,,,,,,,,,,,,,,,,1,,,,
2056,1972,12,4,10,16,12,4,1,66,7.4,JAPAN,,CHICHI JIMA,33.3,140.7,85,0.5,,-1,-1,,,,,,,,,,,,,,,,,,,,,1,,,,
2057,1972,12,29,4,51,1.6,2,1,60,5.4,CHILE,,CENTRAL CHILE,-30.6,-71,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,1973,1,30,21,1,12.5,4,1,43,7.5,MEXICO,,S. MEXICO,18.48,-103,88,1.13,,0.1,,,,,,,,,,,,,,,56,2,,,390,3,,2,,2,,
2059,1973,2,28,6,37,49.5,4,1,27,7.2,RUSSIA,,N. KURIL ISLANDS,50.5,156.6,86,1.5,,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
3226,1973,3,17,8,30,51.8,4,1,33,7.5,PHILIPPINES,,QUEZON,13.4,122.8,84,1.3,,,,,,,,,,,,,,,,,15,1,,,64,2,0.45,1,,,,
2060,1973,6,17,3,55,2.9,4,1,48,7.7,JAPAN,,HOKKAIDO ISLAND,43.2,145.8,85,5.96,,2.2,1,,,,,1,,,5,2,2,1,,,,,,,27,1,5,2,2,1,,
2061,1973,6,24,2,43,25.5,4,1,50,7.1,RUSSIA,,S. KURIL ISLANDS,43.3,146.4,86,0.64,,2.2,,,,,,,,,,,,,,,,,,,1,1,,1,,,,
3506,1973,6,26,22,32,0.2,4,1,,6.6,RUSSIA,,S. KURIL ISLANDS,43.2,146.6,86,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,1973,10,5,5,47,51.1,4,1,14,6.7,CHILE,,CENTRAL CHILE,-32.5,-71.5,89,0.4,,-1.3,-1,,,,,,,,,,,,,,,,,,,,,,,,,
2063,1974,1,31,23,30,5.3,4,1,34,7,SOLOMON ISLANDS,,SOLOMON ISLANDS,-7.5,155.9,82,1.5,,2.2,1,,,,,,,,,,,,,,,,,,,,,,,,,
2064,1974,2,1,3,12,33.1,4,1,40,7.1,SOLOMON ISLANDS,,SOLOMON ISLANDS,-7.4,155.6,82,4.5,,2.2,2,,,,,,,,,2,,,,,,,,,,,,2,,,,
2065,1974,5,8,23,33,25.2,4,1,2,6.7,JAPAN,,TOKAIDO,34.6,138.7,85,0.2,,-2.3,-2.5,,,,,,,,,,,,,,30,1,,,137,3,,2,134,3,,
2066,1974,8,18,10,44,12.8,1,1,36,7.1,CHILE,,SOUTHERN CHILE,-38.5,-73.4,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,1974,9,27,5,47,29.4,4,1,43,6.7,RUSSIA,,S. KURIL ISLANDS,43.2,146.7,86,0.37,,0.6,-1,,,,,,,,,,,,,,,,,,,,,,,,,
2068,1974,10,3,14,21,29.1,4,1,13,8.1,PERU,,CENTRAL PERU,-12.27,-77.79,89,0.92,,0.8,1,,,,,,,,,,,,,,78,2,,,2414,4,10,3,,3,,
5568,1974,10,17,19,5,,4,8,,,CANADA,BC,"KITIMAT INLET, BRITISH COLOMBIA",54,-128.7,88,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,1974,10,17,,,,4,6,70,,PAPUA NEW GUINEA,,"RITTER ISLAND, PAPUA NEW GUINEA",-5.52,148.121,82,0.5,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,1974,12,28,12,11,43.7,0,1,22,6.2,PAKISTAN,,PAKISTAN,35.1,72.9,60,,,,,,,,,,,,,,,,,,5300,4,,,17000,4,3.255,2,,3,,
2072,1975,1,15,9,42,24,1,1,33,5.9,INDONESIA,,BANDA SEA,-5,130,83,,,,,,,,,,,,,,,,,,,,,,,,,1,81,2,,
2074,1975,3,13,15,26,42.5,1,1,4,6.9,CHILE,,CENTRAL CHILE,-29.9,-71.3,89,,,,,,,,,,,,,,,,,,2,1,,,25,1,,1,,,,
2879,1975,4,27,18,5,,4,8,,,CANADA,BC,"KITIMAT INLET, BRITISH COLUMBIA",53.98,-128.68,88,4.1,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,
2567,1975,5,26,9,11,51.5,4,1,33,7.7,ATLANTIC OCEAN,,AZORES GIBRALTAR FRACTURE ZONE,35.997,-17.649,73,0.76,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
2075,1975,6,10,13,47,14.5,4,1,15,7,RUSSIA,,S. KURIL ISLANDS,43.024,147.734,86,5.5,,2.3,2,,,,,1,,,,2,,,,,,,,,,,,2,,,,
2076,1975,7,20,14,37,39.9,4,1,49,7.9,PAPUA NEW GUINEA,,SOLOMON SEA,-6.59,155.054,82,2,,1,1,,,,,,,,,2,,1,,,,,,,,,,3,,2,,
2079,1975,10,31,8,28,2.6,4,1,50,7.6,PHILIPPINES,,PHILIPPINE TRENCH,12.54,125.993,84,3,,-0.7,-1.5,,1,1,,,,,,1,30,1,,,1,1,,,,,,1,30,1,,
2080,1975,11,29,14,47,40.9,4,3,2,7.7,USA,HI,HAWAII,19.451,-155.033,80,14.3,,3,3,,2,1,19,1,,,1.5,2,,,,,2,1,,,19,1,4,2,,,,
2081,1975,12,26,15,56,38.7,4,1,33,7.8,SAMOA,,SAMOA ISLANDS,-16.265,-172.467,81,0.38,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,1976,1,14,16,47,33.5,4,1,33,8,NEW ZEALAND,,KERMADEC ISLANDS,-28.427,-177.657,81,0.9,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,1976,1,21,10,5,24.1,4,1,41,7,RUSSIA,,S. KURIL ISLANDS,44.915,149.123,86,0.38,,-1.3,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,
2085,1976,2,4,9,1,43.4,4,1,5,7.5,GUATEMALA,,GUATEMALA,15.324,-89.101,74,0.12,,,,,,,,,,,,,,,,,23000,4,,,76000,4,2147,4,,,,
2086,1976,8,16,16,11,7.3,4,1,33,8,PHILIPPINES,,MORO GULF,6.292,124.09,84,9,,2.3,2.5,,6800,4,6500,4,,,134,4,,,,,8000,4,,,10000,4,134,4,,,,
2088,1977,4,2,7,15,22.7,4,1,33,7.6,SAMOA,,SAMOA ISLANDS,-16.696,-172.095,81,0.08,,-3.3,-2,,,,,,,,,,,,,,,,,,,,,1,,,,
2089,1977,4,20,23,13,10.4,4,1,33,6.8,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.828,163.323,82,0.15,,-3.3,-1,,,,,,,,,,,,,,34,1,,,,,,3,,,,
2568,1977,4,20,23,42,50.5,4,1,19,7.6,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.89,160.348,82,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
2090,1977,4,21,4,24,9.6,4,1,33,8.1,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.965,160.731,82,0.04,,-3.3,-1.5,,,,,,,,,,,,,,18,1,,,1,1,,3,,,,
2091,1977,6,22,12,8,33.4,4,1,65,7.2,TONGA,,TONGA TRENCH,-22.878,-175.9,81,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,1977,8,19,6,8,55.2,4,1,33,8,INDONESIA,,SUNDA ISLANDS,-11.085,118.464,60,15,,3.9,3,,189,3,75,2,,,1.2,2,,,,,189,3,,,75,2,1.2,2,,,,
2093,1977,8,20,,,,-1,1,,5.5,PAPUA NEW GUINEA,,ADMIRALTY ISLANDS,-1.1,146.2,82,0.5,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,1977,8,28,20,10,5,2,1,33,5.5,PAPUA NEW GUINEA,,ADMIRALTY ISLANDS,-1.081,146.23,82,0.6,,-0.7,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
2095,1977,10,10,11,53,53.6,2,1,33,7.2,TONGA,,TONGA TRENCH,-25.856,-175.406,81,0.03,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,
2096,1978,1,14,3,24,39,4,1,,6.6,JAPAN,,TOKAIDO,34.809,139.259,85,0.35,,-0.7,,,,,,,,,,,,,,,25,1,,,129,3,,3,85,2,544,3
2097,1978,3,22,0,50,32.2,4,1,33,6.7,RUSSIA,,S. KURIL ISLANDS,44.026,149.002,86,0.07,,0.1,-2.5,3,,,,,,,,,,,,,,,,,,,,,,,,
2569,1978,3,22,21,34,33.4,4,1,33,6.6,RUSSIA,,S. KURIL ISLANDS,44.14,149.029,86,0.05,,,-3,3,,,,,,,,,,,,,,,,,,,,,,,,
2099,1978,3,23,0,31,2.1,4,1,46,6.8,RUSSIA,,S. KURIL ISLANDS,44.209,148.971,86,0.17,,-2.3,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,
2101,1978,3,23,3,15,20.3,4,1,33,7.5,RUSSIA,,S. KURIL ISLANDS,44.932,148.439,86,0.3,,-2.3,0,,,,,,,,,,,,,,,,,,,,,,,,,
2103,1978,3,24,19,47,50.7,4,1,33,7.6,RUSSIA,,S. KURIL ISLANDS,44.244,148.862,86,0.65,,-1.7,0,,,,,,,,,,,,,,,,,,,,,,,,,
2105,1978,6,12,8,14,26.4,4,1,44,7.7,JAPAN,,SANRIKU,38.19,142.03,85,0.6,,,0.5,,,,,,,,,,,,,,28,1,,,1000,4,865,4,,4,,
5448,1978,6,12,,,,-1,1,,,INDIA,,INDIA,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,1978,6,14,12,32,33.9,3,1,24,6.9,PHILIPPINES,,"MINDANAO ISLAND, PHILIPPINES",8.249,122.403,84,0.03,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,1978,6,20,20,3,21,2,1,3,6.4,GREECE,,"THESSALONIKI (SALONICA), GREECE",40.739,23.229,50,0.45,,,2,,,,,,,,,,,,,,50,1,,,,3,250,4,,,,
2913,1978,6,21,,,,2,0,,,ITALY,,"EASTERN ITALY, ADRIATIC SEA",42,16,50,0.6,,,4,,,,,,,,,1,,,,,,,,,,,,1,,,,
2108,1978,7,23,14,42,36.9,3,1,17,7.4,TAIWAN,,TAIWAN,22.282,121.512,84,0.05,,-3.3,-1,,,,,,,,,,,,,,,,,,,,,,,,,
4277,1978,8,14,14,17,50.4,4,1,30,4.4,SPAIN,,CADIZ,36.37,-6.98,73,0.12,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5513,1978,10,10,,,,4,8,,,NEW ZEALAND,,OFF EAST COAST OF SOUTH ISLAND,-43.08,172.97,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,1978,11,29,19,52,47.6,2,1,18,7.8,MEXICO,,MEXICO,16.01,-96.591,88,1.5,,0.6,,,,,,,,,,,,,,,9,1,,,,3,,2,,,,
2110,1979,2,20,6,32,32.2,4,1,10,6.4,JAPAN,,"IWATE, JAPAN",40.232,143.703,85,0.12,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,1979,2,28,21,27,8.1,4,3,15,7.5,USA,AK,"SE. ALASKA, AK",60.691,-141.671,87,0.15,,-1.7,,,,,,,,,,,,,,,,,,,,,,1,,,,
2112,1979,3,14,11,7,16.3,4,1,49,7.6,MEXICO,,S. MEXICO,17.813,-101.276,88,1.3,,-3.3,,,,,,,,,,,,,,,5,1,,,35,1,30,4,200,3,,
2914,1979,4,9,2,10,20.3,1,1,10,5.3,SERBIA AND MONTENEGRO,,MONTENEGRO: BAR ULCINJ,41.956,19.023,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,1979,4,15,6,19,44.1,4,1,10,6.9,SERBIA AND MONTENEGRO,,MONTENEGRO,42.096,19.209,50,0.6,,,1,,,,,,,,,1,,,,,131,3,,,1001,4,2700,4,,4,,
2915,1979,5,15,6,59,21.2,0,1,33,5.6,GREECE,,CRETE,34.53,24.437,50,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2115,1979,7,18,,,,4,8,,,INDONESIA,,LOMBLEN ISLAND [LEMBATA],-8.6,123.5,60,9,,,,,1239,4,32,1,,,,3,,3,,,1239,4,,,32,1,,3,,3,,
2118,1979,8,9,,,,-1,8,,,INDONESIA,,LOMBLEN ISLAND [LEMBATA],-8.5,123.5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,1979,9,3,2,12,,2,8,0,5,VENEZUELA,,PUERTO CUMAREBO,11.517,-69.5,74,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
2119,1979,9,12,5,17,51.4,4,1,5,7.9,INDONESIA,,IRIAN JAYA,-1.679,136.04,83,2,,1,,,100,2,,,,,,2,400,2,,,115,3,,,,3,,3,1000,3,,
4246,1979,10,6,,,,4,8,,,NORWAY,,NORTHERN NORWAY,65.117,12.333,73,2,,,3,,,,,,,,,1,,,,1,,,,,,,,1,,,,1
2120,1979,10,16,13,57,,4,8,,,FRANCE,,FRENCH RIVIERA (LIGURIAN SEA),43.7,7.25,50,10,,1.6,,,9,1,,,,,,1,,,,2,9,1,,,,,,1,,,,2
2121,1979,11,16,15,21,25.7,2,1,33,6.9,FIJI,,FIJI ISLANDS,-16.76,179.984,81,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
2122,1979,12,12,7,59,3.3,4,1,24,7.7,COLOMBIA,,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",1.598,-79.358,89,6,,2.3,2.5,,600,3,20000,4,,,8,3,10000,4,,,600,3,,,20000,4,8,3,10000,4,,
4259,1980,1,1,16,42,40,4,1,10,7.2,PORTUGAL,,AZORES,38.815,-27.78,73,,,,1,,,,,,,,,,,,,,69,2,,,600,3,5,2,,,,
2123,1980,2,23,5,51,3.2,4,1,44,7,RUSSIA,,S. KURIL ISLANDS,43.53,146.753,86,0.6,,-0.7,-2,,,,,,,,,,,,,,,,,,,,,,,,,
3018,1980,5,18,,,,0,6,,,USA,WA,WASHINGTON,46.2,-122.18,88,250,,,,,,,,,,,,,,,,,57,2,,,,,,,,,,
2124,1980,6,29,7,20,5.5,4,1,15,6.2,JAPAN,,HONSHU ISLAND,34.808,139.181,85,0.56,,-0.7,,,,,,,,,,,,,,,,,,,7,1,,2,,,,
2125,1980,7,17,19,42,23.2,4,1,33,7.9,SOLOMON ISLANDS,,SOLOMON ISLANDS,-12.525,165.916,82,0.14,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2916,1980,10,10,12,25,23.5,4,3,10,7.7,ALGERIA,,EL ASNAM,36.195,1.354,50,0.7,,,2,,,,,,,,,,,,,,5000,4,,,9000,4,5200,4,250000,4,,
2126,1981,1,18,18,17,24.4,4,1,,6.9,JAPAN,,E. HONSHU ISLAND,38.64,142.75,85,0.37,,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,1981,2,24,20,53,38.4,4,1,33,6.7,GREECE,,ATHENS-EASTERN GULF OF CORINTH,38.222,22.934,50,0.3,,,3,,,,,,,,,,,,,,22,1,,,400,3,812,4,8000,4,,
5417,1981,3,4,21,58,5.9,3,1,29,6.4,GREECE,,GULF OF CORINTH,38.209,23.288,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,1981,5,11,7,10,,2,8,,,SOUTH AFRICA,,AGULHAS BANK,-35.616,20.267,70,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,1981,5,25,5,25,14.4,4,1,33,7.6,NEW ZEALAND,,NEW ZEALAND,-48.786,164.357,81,0.3,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,1981,9,1,9,29,31.5,4,1,25,7.7,SAMOA,,SAMOA ISLANDS,-14.96,-173.085,81,1,,-3.3,-2,,,1,,,,,,1,,1,,,,1,,,,,,1,,1,,
2132,1981,10,25,3,22,15.5,4,1,28,7.3,MEXICO,,MEXICO,18.084,-102.084,88,0.09,,,,,,,,,,,,,,,,,9,1,,,,,,3,,,,
2589,1982,1,11,6,10,6.4,2,1,46,7.1,PHILIPPINES,,PHILIPPINES,13.752,124.358,84,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,1982,2,24,4,22,40.3,2,1,52,5.4,INDONESIA,,JAVA TRENCH,4.374,97.755,60,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,1982,3,11,10,32,27.1,1,1,33,6.6,INDONESIA,,SUMBAWA ISLAND,-9.265,118.479,60,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,1982,3,21,2,32,7.7,4,1,44,6.9,JAPAN,,HOKKAIDO ISLAND,42.158,142.361,85,1.3,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,1982,7,23,14,23,53.5,4,1,37,7.2,JAPAN,,"IBARAKI, JAPAN",36.194,141.702,85,0.4,,-1.3,-1,,,,,,,,,,,,,,,,,,,,,,,,,
2137,1982,12,19,17,43,54.8,4,1,33,7.5,TONGA,,KERMADEC ISLANDS,-24.133,-175.864,81,0.2,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2689,1982,12,25,12,28,2.8,-1,3,33,6,INDONESIA,,FLORES SEA,-8.405,123.08,60,,,,,,,,,,,,,,,,,,13,1,,,390,3,1.45,2,1875,4,,
2139,1982,12,28,6,37,42.5,4,1,22,6.4,JAPAN,,S. OF HONSHU ISLAND,33.826,139.434,85,0.19,,-1.3,-1,,,,,,,,,,,,,,,,,,,,,,,,,
2917,1983,1,17,12,41,29.7,3,1,,7.2,GREECE,,IONIAN SEA,38.026,20.228,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,1983,3,12,1,36,35.8,4,1,17,6.9,INDONESIA,,BANDA SEA,-4.056,127.924,83,3,,1.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
2141,1983,3,18,9,5,50,4,1,89,7.9,PAPUA NEW GUINEA,,NEW BRITAIN,-4.883,153.581,82,0.3,,-1.7,,,,,,,,,,,,,,,,,,,,,,2,,,,
2142,1983,5,26,2,59,59.6,4,1,24,7.8,JAPAN,,"NOSHIRO, JAPAN",40.462,139.102,85,14.93,,3.9,2,,100,2,324,3,,,800,4,3513,4,,,104,3,,,324,3,800,4,3513,4,,
2144,1983,6,9,12,49,3.8,4,1,26,5.9,JAPAN,,"NOSHIRO, JAPAN",40.249,138.948,85,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,1983,6,21,6,25,27.3,4,1,10,6.9,JAPAN,,N. HONSHU ISLAND,41.346,139.099,85,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
2146,1983,8,6,15,43,51.2,2,1,2,7,GREECE,,NORTH AEGEAN SEA,40.142,24.766,50,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,
2147,1983,8,17,10,55,54.1,4,1,63,7.1,RUSSIA,,"KAMCHATKA BAY, RUSSIA",55.867,161.287,86,0.1,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,1983,8,17,12,17,56,4,1,29,6.6,PHILIPPINES,,LUZON ISLAND,18.231,120.86,84,0.1,,,,,,,,,,,,,,,,,16,1,,,47,1,,2,,3,,
4702,1983,8,17,,,,1,6,,,INDONESIA,,LESSER SUNDA ISLANDS,-8.54,123.59,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4248,1983,8,18,9,,,4,8,,,NORWAY,,WESTERN NORWAY,61.233,7.717,73,7,,,4,,,,,,,,,1,,,,,,,,,,,,1,,,,
2149,1983,10,4,18,52,13.3,4,1,15,7.7,CHILE,,NORTHERN CHILE,-26.535,-70.563,89,0.2,,-2.3,0.2,,,,,,,,,,,,,,5,1,,,12,1,1,2,40,1,,
2150,1983,11,30,17,46,0.6,4,1,10,7.7,UK TERRITORY,,CHAGOS ARCHIPELAGO REGION,-6.852,72.11,60,1.5,,-1.3,,,,,,,,,,1,,,,,,,,,,,,1,,,,
2151,1984,1,8,15,24,13.5,1,1,33,6.8,INDONESIA,,SULAWESI,-2.823,118.806,83,0.1,,,,,,,,,,,,,,,,,2,1,,,23,1,,,,,,
2152,1984,2,11,8,2,51.5,4,1,29,5.4,GREECE,,"CORINTHOS GULF, GREECE",38.396,22.094,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
2153,1984,3,24,9,44,2.6,4,1,44,7.2,RUSSIA,,S. KURIL ISLANDS,44.117,148.192,86,0.2,,-2.3,-2,,,,,,,,,,,,,,,,,,,,,,,,,
2154,1984,6,13,2,29,25.3,4,1,41,5.5,JAPAN,,"TORI SHIMA, OKINAWA",31.448,140.036,85,0.5,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,1984,8,6,19,6,38.3,4,1,46,7,JAPAN,,"KYUSHU, JAPAN",32.386,131.945,85,0.2,,-2.3,,,,,,,,,,,,,,,,,,,9,1,,,,,,
2156,1984,9,18,17,2,44.3,4,1,48,6.9,JAPAN,,HONSHU ISLAND,34.006,141.5,85,0.13,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,1984,12,28,10,37,53.7,4,1,33,6.8,RUSSIA,,KAMCHATKA,56.194,163.46,86,0.2,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,1985,3,3,22,47,9.5,4,1,33,8,CHILE,,CENTRAL CHILE,-33.132,-71.708,89,3.5,,1.6,,,,,,,,,,,,,,,180,3,,,2575,4,1500,4,,4,,
2159,1985,3,16,14,54,0.7,4,1,13,6.4,GUADELOUPE (FRENCH TERRITORY),,GUADELOUPE,17.013,-62.448,74,0.12,,-3.3,,,,,,,,,,,,,,,,,,,6,1,,2,,,,
2160,1985,4,13,1,6,0.1,2,1,99,6.2,INDONESIA,,BALI ISLAND,-9.245,114.185,60,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,1985,7,3,4,36,51.7,2,3,46,7.3,PAPUA NEW GUINEA,,NEW IRELAND,-4.439,152.828,82,1.3,,0.4,,,,,,,,,,,,,,,,,,,,,1,2,,,,
2162,1985,9,19,13,17,47.3,4,1,28,8,MEXICO,,MEXICO,18.19,-102.533,88,3,,1.6,,,,,,,,,,1,,,,,9500,4,,,30000,4,4000,4,,4,,
2163,1985,9,21,1,37,13.4,4,1,31,7.6,MEXICO,,MEXICO,17.802,-101.647,88,1.2,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,1986,5,7,22,47,10.8,4,1,31,8,USA,AK,"ANDREANOF ISLANDS, AK",51.52,-174.776,87,0.9,,-0.1,,,,,,,,,,,,,,,,,,,,,,2,,,,2
2165,1986,5,17,16,20,22.2,1,1,15,6.4,USA,AK,"ANDREANOF ISLANDS, AK",52.327,-174.504,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2166,1986,10,20,6,46,9.9,4,1,29,7.8,NEW ZEALAND,,KERMADEC ISLANDS,-28.117,-176.367,81,0.22,,-2.18,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,1986,11,14,21,20,10.5,4,1,34,7.8,TAIWAN,,TAIWAN,23.901,121.574,84,0.3,,,,,,,,,,,,,,,,,15,1,,,44,1,,1,,,,
2167,1987,2,6,13,16,17.8,4,1,48,6.7,JAPAN,,E. HONSHU ISLAND,36.988,141.689,85,0.1,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,1987,2,8,18,33,58.3,4,1,55,7.4,PAPUA NEW GUINEA,,SOLOMON SEA,-6.088,147.689,82,1.5,,1,,,,,,,,,,,,,,,3,1,,,,,2.625,2,,3,,
4237,1987,2,21,7,40,,4,8,,,NORWAY,,WESTERN NORWAY,62.2,6.65,73,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2169,1987,3,5,9,17,5.2,4,1,62,7.6,CHILE,,NORTHERN CHILE,-24.388,-70.161,89,0.2,,-2.3,,,,,,,,,,,,,,,1,1,,,,,,2,,,,
2170,1987,3,18,3,36,30.3,4,1,54,6.7,JAPAN,,KYUSHU ISLAND,32.034,131.837,85,0.04,,-3.3,,,,,,,,,,,,,,,2,1,,,5,1,,2,,,,
2171,1987,3,24,12,49,47,4,1,23,5.1,JAPAN,,HONSHU ISLAND,37.447,137.865,85,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5514,1987,5,20,,,,4,8,,,NEW ZEALAND,,DEEP COVE,-45.46,167.15,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,1987,6,18,14,3,16.7,1,1,75,6.3,SOLOMON ISLANDS,,SOLOMON ISLANDS,-10.717,162.33,82,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,1987,7,6,2,49,42.7,3,1,48,6.7,VANUATU,,VANUATU ISLANDS,-14.074,167.828,82,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,1987,10,6,4,19,6,4,1,16,7.3,TONGA,,TONGA ISLANDS,-17.94,-172.225,81,0.25,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,1987,10,12,13,57,4.7,4,1,25,7,PAPUA NEW GUINEA,,SOLOMON SEA,-7.288,154.371,82,0.1,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,1987,10,16,20,48,1.6,4,1,48,7.4,PAPUA NEW GUINEA,,SOLOMON SEA,-6.266,149.06,82,0.1,,-3.3,,,,,,,,,,1,,,,,,,,,,,,2,,,,
2177,1987,11,17,8,46,53.3,4,1,10,7.2,USA,AK,"GULF OF ALASKA, AK",58.586,-143.27,87,0.06,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,1987,11,26,1,43,14,-1,1,33,6.6,INDONESIA,,TIMOR SEA,-8.247,124.155,60,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,1987,11,30,19,23,19.5,4,1,10,7.9,USA,AK,"GULF OF ALASKA, AK",58.679,-142.786,87,0.43,,-1,,,,,,,,,,1,,,,,,,,,,,,1,,,,
2180,1988,2,5,14,1,2.7,4,1,37,7.2,CHILE,,NORTHERN CHILE,-24.753,-70.433,89,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,1988,3,6,22,35,36.9,4,1,15,7.8,USA,AK,"GULF OF ALASKA, AK",57.262,-142.747,87,0.19,,-2.3,,,,,,,,,,,,,,,,,,,,,0.005,1,,,,
